"","IrishA","IrishB","WelshN","WelshC","BretonList","BretonSE","BretonST","RumanianList","Vlach","Italian","Ladin","Provencal","French","Walloon","FrenchCreoleC","FrenchCreoleD","SardinianN","SardinianL","SardinianC","Spanish","PortugueseST","Brazilian","Catalan","GermanST","PennDutch","DutchList","Afrikaans","Flemish","Frisian","SwedishUp","SwedishVL","SwedishList","Danish","Riksmal","IcelandicST","Faroese","EnglishST","Takitaki","LithuanianO","LithuanianST","Latvian","Slovenian","LusatianL","LusatianU","Czech","Slovak","CzechE","Ukrainian","Byelorussian","Polish","Russian","Macedonian","Bulgarian","Serbocroatian","GypsyGk","Singhalese","Kashmiri","Marathi","Gujarati","PanjabiST","Lahnda","Hindi","Bengali","NepaliList","Khaskura","GreekML","GreekMD","GreekMod","GreekD","GreekK","ArmenianMod","ArmenianList","Ossetic","Afghan","Waziri","PersianList","Tadzik","Baluchi","Wakhi","AlbanianT","AlbanianTop","AlbanianG","AlbanianK","AlbanianC"
"Bengali",0.008403361,0.008196721,0.008403361,0.008064516,0.007692308,0.007407407,0.007407407,0.005952381,0.005988024,0.005780347,0.005586592,0.005813953,0.005780347,0.005813953,0.00729927,0.007194245,0.00625,0.005952381,0.006289308,0.005780347,0.005780347,0.005714286,0.006060606,0.006993007,0.006944444,0.006944444,0.007246377,0.007194245,0.0078125,0.007042254,0.007246377,0.006993007,0.006802721,0.007246377,0.007092199,0.007462687,0.007042254,0.009090909,0.005025126,0.005319149,0.00617284,0.005780347,0.005102041,0.005076142,0.005347594,0.005376344,0.005714286,0.005434783,0.005714286,0.005405405,0.005291005,0.005263158,0.005780347,0.005780347,0.003663004,0.003584229,0.002439024,0.001818182,0.001869159,0.001814882,0.001919386,0.001560062,0,0.001658375,0.001956947,0.009345794,0.008333333,0.008547009,0.008403361,0.007518797,0.008695652,0.009259259,0.006410256,0.007518797,0.006756757,0.005319149,0.004901961,0.004219409,0.006802721,0.009174312,0.008849558,0.009174312,0.009259259,0.00877193
"NepaliList",0.0078125,0.007633588,0.008695652,0.008403361,0.007692308,0.007407407,0.007407407,0.005952381,0.005780347,0.005617978,0.005586592,0.005813953,0.005988024,0.005988024,0.007575758,0.007462687,0.00591716,0.005617978,0.005952381,0.005649718,0.005649718,0.005586592,0.005747126,0.006134969,0.00625,0.006329114,0.006802721,0.00625,0.006493506,0.00617284,0.00617284,0.006134969,0.005952381,0.006097561,0.005988024,0.006451613,0.006369427,0.008264463,0.005128205,0.005154639,0.005952381,0.005025126,0.004950495,0.004926108,0.004926108,0.005076142,0.005208333,0.005235602,0.005208333,0.004975124,0.005,0.004608295,0.004784689,0.005291005,0.002949853,0.003378378,0.002020202,0.001811594,0.001703578,0.001733102,0.001779359,0.001557632,0.001658375,0,0.001173709,0.007874016,0.007407407,0.007352941,0.0078125,0.007246377,0.007692308,0.0078125,0.006944444,0.006756757,0.006535948,0.005747126,0.005128205,0.004444444,0.007042254,0.008695652,0.008403361,0.008403361,0.008547009,0.008064516
"Khaskura",0.008695652,0.008474576,0.008196721,0.008196721,0.007194245,0.007194245,0.007142857,0.006802721,0.006060606,0.005952381,0.006289308,0.006622517,0.006849315,0.006849315,0.008,0.007874016,0.006756757,0.005952381,0.006756757,0.00617284,0.006369427,0.006289308,0.006535948,0.00729927,0.007407407,0.007633588,0.007692308,0.007575758,0.007407407,0.006802721,0.007092199,0.006802721,0.006578947,0.006756757,0.006896552,0.007246377,0.007092199,0.009345794,0.005347594,0.005208333,0.00625,0.005102041,0.005025126,0.005,0.005154639,0.005319149,0.005524862,0.005524862,0.005494505,0.005181347,0.005235602,0.004878049,0.005076142,0.005555556,0.003424658,0.003533569,0.00234192,0.002320186,0.002197802,0.002145923,0.002207506,0.001872659,0.001956947,0.001173709,0,0.007352941,0.007246377,0.007092199,0.00729927,0.007092199,0.0078125,0.008,0.008928571,0.008064516,0.007751938,0.006993007,0.006024096,0.005263158,0.008849558,0.009433962,0.009090909,0.009174312,0.009174312,0.009259259
"GreekML",0.007518797,0.007633588,0.008064516,0.0078125,0.007462687,0.007751938,0.007692308,0.006802721,0.005617978,0.005952381,0.006711409,0.006369427,0.006802721,0.006802721,0.008547009,0.008403361,0.006944444,0.006369427,0.006535948,0.006369427,0.006369427,0.006493506,0.006711409,0.005780347,0.006134969,0.005780347,0.00617284,0.006134969,0.006289308,0.005952381,0.005952381,0.005952381,0.005952381,0.006097561,0.005494505,0.005555556,0.006802721,0.008695652,0.006493506,0.006329114,0.006711409,0.005882353,0.006493506,0.006493506,0.006711409,0.006451613,0.006944444,0.006711409,0.00625,0.006451613,0.006289308,0.005494505,0.00591716,0.005882353,0.01,0.009259259,0.008403361,0.008264463,0.010638298,0.008928571,0.008474576,0.008547009,0.009345794,0.007874016,0.007352941,0,0.001083424,0.001150748,0.001119821,0.001485884,0.005494505,0.006711409,0.01010101,0.012048193,0.010869565,0.007936508,0.007575758,0.008196721,0.01010101,0.009615385,0.009708738,0.009174312,0.009708738,0.009803922
"GreekMD",0.006622517,0.006666667,0.00729927,0.007092199,0.006802721,0.007092199,0.007042254,0.006666667,0.005649718,0.005649718,0.006578947,0.006024096,0.006451613,0.006451613,0.008,0.007874016,0.006802721,0.006024096,0.006410256,0.006024096,0.00621118,0.00617284,0.006535948,0.005319149,0.005649718,0.005154639,0.005649718,0.005263158,0.005747126,0.005319149,0.005649718,0.005434783,0.005494505,0.005586592,0.005050505,0.005291005,0.006024096,0.007462687,0.005988024,0.005494505,0.00617284,0.005319149,0.005617978,0.005617978,0.005780347,0.005617978,0.00617284,0.00617284,0.005617978,0.005617978,0.005649718,0.004830918,0.005181347,0.005319149,0.010309278,0.00862069,0.007518797,0.007751938,0.00952381,0.008,0.007692308,0.008064516,0.008333333,0.007407407,0.007246377,0.001083424,0,0.001089325,0.001102536,0.001436782,0.005263158,0.00617284,0.008928571,0.011111111,0.010638298,0.007246377,0.007246377,0.008064516,0.00990099,0.008547009,0.00862069,0.008196721,0.008695652,0.00877193
"GreekMod",0.007042254,0.007092199,0.007518797,0.007246377,0.006944444,0.007246377,0.007194245,0.006369427,0.005464481,0.005617978,0.006329114,0.005988024,0.006369427,0.006369427,0.008196721,0.008064516,0.006535948,0.005813953,0.006369427,0.005988024,0.005988024,0.006134969,0.006493506,0.005319149,0.005586592,0.005319149,0.005813953,0.005586592,0.005714286,0.005464481,0.005617978,0.005434783,0.005464481,0.005586592,0.005050505,0.005263158,0.00617284,0.007692308,0.00617284,0.005813953,0.006578947,0.005586592,0.005952381,0.005952381,0.006097561,0.005952381,0.006329114,0.006329114,0.005747126,0.006134969,0.005952381,0.004975124,0.005291005,0.005586592,0.01,0.009259259,0.008064516,0.007633588,0.009615385,0.008196721,0.007874016,0.007936508,0.008547009,0.007352941,0.007092199,0.001150748,0.001089325,0,0.001152074,0.001481481,0.005347594,0.006493506,0.01010101,0.011363636,0.010752688,0.008,0.007407407,0.008196721,0.01010101,0.008849558,0.008547009,0.008474576,0.008547009,0.008474576
"GreekD",0.006944444,0.007042254,0.007407407,0.007142857,0.006849315,0.007092199,0.007092199,0.006493506,0.005555556,0.005747126,0.006410256,0.006134969,0.006535948,0.006535948,0.008064516,0.007936508,0.006622517,0.006060606,0.00621118,0.006134969,0.006134969,0.00625,0.006666667,0.005586592,0.00591716,0.005434783,0.005780347,0.005714286,0.006024096,0.005952381,0.005747126,0.005747126,0.005586592,0.005882353,0.005154639,0.005208333,0.006329114,0.007874016,0.00625,0.00591716,0.006711409,0.005524862,0.00625,0.00625,0.00621118,0.005847953,0.00621118,0.00621118,0.005681818,0.005847953,0.005882353,0.005291005,0.005847953,0.005494505,0.010416667,0.009259259,0.008,0.008196721,0.010638298,0.008474576,0.008064516,0.008474576,0.008403361,0.0078125,0.00729927,0.001119821,0.001102536,0.001152074,0,0.001333333,0.005617978,0.00621118,0.009615385,0.011235955,0.010752688,0.007936508,0.007874016,0.008196721,0.010638298,0.009009009,0.009174312,0.008695652,0.009174312,0.009174312
"GreekK",0.006289308,0.006289308,0.006451613,0.00625,0.006024096,0.00625,0.006024096,0.005952381,0.005235602,0.005263158,0.006060606,0.005586592,0.005952381,0.005952381,0.007246377,0.007092199,0.006060606,0.005434783,0.005747126,0.005780347,0.005780347,0.005882353,0.006024096,0.004761905,0.004950495,0.004651163,0.004901961,0.004830918,0.005050505,0.004878049,0.005,0.004854369,0.005,0.005208333,0.00462963,0.004830918,0.005154639,0.006535948,0.005235602,0.004878049,0.005555556,0.004926108,0.005649718,0.005649718,0.005649718,0.005494505,0.005988024,0.005988024,0.005494505,0.005494505,0.005524862,0.005,0.005347594,0.005319149,0.009345794,0.008064516,0.007092199,0.007042254,0.009615385,0.007246377,0.006944444,0.007518797,0.007518797,0.007246377,0.007092199,0.001485884,0.001436782,0.001481481,0.001333333,0,0.005319149,0.005813953,0.006993007,0.010638298,0.01010101,0.007042254,0.006756757,0.0078125,0.009009009,0.007692308,0.007751938,0.00729927,0.0078125,0.007407407
"ArmenianMod",0.008333333,0.008196721,0.007936508,0.007633588,0.007936508,0.007936508,0.007936508,0.007352941,0.006711409,0.006578947,0.00729927,0.006849315,0.006849315,0.006849315,0.008333333,0.008196721,0.007575758,0.007407407,0.007352941,0.006896552,0.006849315,0.006802721,0.006802721,0.006849315,0.006849315,0.006849315,0.007142857,0.007092199,0.006849315,0.006410256,0.006578947,0.006369427,0.006622517,0.007352941,0.00625,0.006134969,0.007692308,0.008547009,0.006578947,0.006578947,0.007633588,0.007092199,0.006622517,0.006622517,0.006289308,0.006535948,0.006535948,0.006410256,0.006535948,0.006622517,0.006802721,0.006578947,0.007633588,0.007092199,0.010989011,0.009433962,0.007575758,0.008403361,0.008928571,0.007633588,0.008,0.008064516,0.008695652,0.007692308,0.0078125,0.005494505,0.005263158,0.005347594,0.005617978,0.005319149,0,0.001385042,0.009708738,0.011111111,0.009433962,0.0078125,0.006944444,0.007142857,0.009803922,0.0125,0.012658228,0.012048193,0.011904762,0.011363636
"ArmenianList",0.008928571,0.009174312,0.008849558,0.008474576,0.008928571,0.008928571,0.008928571,0.008474576,0.007751938,0.007246377,0.008064516,0.007518797,0.007518797,0.007518797,0.008928571,0.00877193,0.008403361,0.008196721,0.008064516,0.007575758,0.007462687,0.007462687,0.007462687,0.0078125,0.007462687,0.007194245,0.007246377,0.007194245,0.007518797,0.006944444,0.006944444,0.006711409,0.006944444,0.007751938,0.006756757,0.006369427,0.007518797,0.00877193,0.006666667,0.006493506,0.007246377,0.006944444,0.007194245,0.007194245,0.006622517,0.006622517,0.006622517,0.006666667,0.006622517,0.006666667,0.007092199,0.006896552,0.008064516,0.007462687,0.012345679,0.009803922,0.007575758,0.009009009,0.009615385,0.008064516,0.008474576,0.008547009,0.009259259,0.0078125,0.008,0.006711409,0.00617284,0.006493506,0.00621118,0.005813953,0.001385042,0,0.01010101,0.011494253,0.010416667,0.008695652,0.007936508,0.008333333,0.011764706,0.012195122,0.012345679,0.011764706,0.011627907,0.011111111
"Ossetic",0.009009009,0.009708738,0.00990099,0.009433962,0.009803922,0.008928571,0.008474576,0.007246377,0.007194245,0.006993007,0.006944444,0.006993007,0.006993007,0.006756757,0.01010101,0.00990099,0.007518797,0.007633588,0.007575758,0.006944444,0.006756757,0.006896552,0.006944444,0.006711409,0.006896552,0.006711409,0.006493506,0.006666667,0.008064516,0.006756757,0.006756757,0.006756757,0.007042254,0.007575758,0.007142857,0.007194245,0.007042254,0.009259259,0.007575758,0.007518797,0.0078125,0.007518797,0.007407407,0.007407407,0.007352941,0.007352941,0.0078125,0.008064516,0.007692308,0.007142857,0.007518797,0.007142857,0.007462687,0.007462687,0.008130081,0.007518797,0.006024096,0.006756757,0.007633588,0.00617284,0.00617284,0.006410256,0.006410256,0.006944444,0.008928571,0.01010101,0.008928571,0.01010101,0.009615385,0.006993007,0.009708738,0.01010101,0,0.005882353,0.005405405,0.003759398,0.003610108,0.004366812,0.004273504,0.011235955,0.011363636,0.010752688,0.011363636,0.01010101
"Afghan",0.010752688,0.00952381,0.010752688,0.010869565,0.010204082,0.009708738,0.009615385,0.010638298,0.009708738,0.008333333,0.008695652,0.008403361,0.008403361,0.008403361,0.012048193,0.011764706,0.01010101,0.009259259,0.010204082,0.008849558,0.008403361,0.008333333,0.008333333,0.009615385,0.009174312,0.009615385,0.009615385,0.00952381,0.010309278,0.010752688,0.010752688,0.010638298,0.010204082,0.010638298,0.00990099,0.010526316,0.010752688,0.013513514,0.008695652,0.008333333,0.009708738,0.00877193,0.007692308,0.007692308,0.007936508,0.007633588,0.007936508,0.008333333,0.007936508,0.008403361,0.008333333,0.007692308,0.008403361,0.007692308,0.010416667,0.010638298,0.006944444,0.007692308,0.007518797,0.006666667,0.006329114,0.006535948,0.007518797,0.006756757,0.008064516,0.012048193,0.011111111,0.011363636,0.011235955,0.010638298,0.011111111,0.011494253,0.005882353,0,0.001335113,0.003246753,0.002816901,0.003496503,0.003802281,0.014705882,0.01369863,0.014084507,0.01369863,0.012987013
"Waziri",0.010989011,0.010752688,0.012195122,0.011494253,0.010869565,0.010309278,0.010204082,0.010204082,0.009345794,0.00877193,0.00952381,0.00877193,0.00877193,0.00877193,0.013157895,0.012987013,0.01010101,0.009708738,0.010204082,0.009259259,0.00877193,0.008695652,0.008695652,0.009174312,0.00877193,0.009708738,0.009708738,0.009615385,0.00990099,0.010204082,0.010309278,0.010309278,0.009708738,0.010204082,0.009433962,0.01,0.010204082,0.012987013,0.008333333,0.00877193,0.009708738,0.008849558,0.008403361,0.008403361,0.008264463,0.008695652,0.008333333,0.008333333,0.008333333,0.008064516,0.008474576,0.008,0.00877193,0.008333333,0.010204082,0.01,0.00625,0.008474576,0.007633588,0.006666667,0.006451613,0.006493506,0.006756757,0.006535948,0.007751938,0.010869565,0.010638298,0.010752688,0.010752688,0.01010101,0.009433962,0.010416667,0.005405405,0.001335113,0,0.003717472,0.003460208,0.003717472,0.004761905,0.014084507,0.014084507,0.01369863,0.014084507,0.013513514
"PersianList",0.009615385,0.008928571,0.00990099,0.00952381,0.00952381,0.00862069,0.00862069,0.007352941,0.006711409,0.007092199,0.006802721,0.007092199,0.007092199,0.007092199,0.00952381,0.009433962,0.007936508,0.007692308,0.008,0.007142857,0.006849315,0.007042254,0.007042254,0.007142857,0.007407407,0.006849315,0.006896552,0.006802721,0.00877193,0.007407407,0.007407407,0.007407407,0.007142857,0.007936508,0.007246377,0.007575758,0.007142857,0.00990099,0.00621118,0.00621118,0.007092199,0.006622517,0.005952381,0.005952381,0.006535948,0.006329114,0.006802721,0.006802721,0.007042254,0.006622517,0.006410256,0.006097561,0.006802721,0.006329114,0.006802721,0.007246377,0.005524862,0.006024096,0.006993007,0.004950495,0.00462963,0.005405405,0.005319149,0.005747126,0.006993007,0.007936508,0.007246377,0.008,0.007936508,0.007042254,0.0078125,0.008695652,0.003759398,0.003246753,0.003717472,0,0.001226994,0.002257336,0.002487562,0.010416667,0.010416667,0.01010101,0.011111111,0.01010101
